method,target_filter,sequence_id,num_frames,mean_l2_error,rmse,pearson_correlation,cosine_similarity,magnitude_mae,residual_mean,residual_std,residual_p95,x_mae,x_rmse,x_bias,x_pearson_correlation,y_mae,y_rmse,y_bias,y_pearson_correlation,z_mae,z_rmse,z_bias,z_pearson_correlation
savgol_q_w15_p3,lowpass_5hz,s5_rom3,34386,0.5506963453533199,0.3980797769801478,0.9976648455508098,0.9976023525120863,0.14984478493880998,0.5506963453533199,0.4148928316278671,1.155535888371948,0.21115072251790143,0.34643618578261554,0.02802031281311892,0.9987749642474881,0.23922508346861066,0.36337417020529716,-0.09645302160067021,0.9965594498517042,0.3634699391406975,0.47259253922348105,0.26943674177438126,0.9957987377184847
savgol_q_w15_p3,lowpass_5hz,s5_walking2,22272,2.2262192167554424,5.546743851697275,0.7532465070278247,0.753246488064648,1.2075516274593667,2.2262192167554424,9.345750374794596,3.9559196546381292,1.0192639103429846,4.805009759039375,-0.03532376009708718,0.8471067131985586,1.2774806457893435,6.768025885223131,-0.010635375946009488,0.5084348857720291,1.053093977174609,4.837851682463048,0.03848332517145536,0.7089578490424733
savgol_q_w9_p3,centered_ma21,s5_freestyle1,18288,3.813595178563256,3.7638133326701615,0.8631027699641186,0.8632091118172501,2.090178167381899,3.813595178563256,5.287283255472142,10.567304810363623,1.90994630320034,3.8337090935714833,0.16914042898808432,0.8861913439936268,1.9800518362287227,3.857564796720771,-0.019601881341418517,0.7969752742143658,1.7960961501939174,3.594543202484143,0.24590631219342138,0.8247630031918824
savgol_q_w9_p3,centered_ma21,s5_freestyle3,21222,8.500795495017375,17.02587577148882,0.39738047781300717,0.39788850178286284,6.02663468187532,8.500795495017375,28.23787905120359,19.503393584751933,4.330036920223476,17.346991849774213,0.011262503457025924,0.4581355935844502,4.153086266956543,16.673346396945718,-0.08619780505523188,0.3182620434342768,4.030630790629742,17.050593275597027,0.09669890854546186,0.3233283279483348
savgol_q_w9_p3,centered_ma21,s5_rom3,34386,0.8318237707817681,0.7155457320415922,0.9923038436087678,0.9922600903996428,0.30880641744560167,0.8318237707817681,0.9187416929100447,2.2138989451099502,0.3641495851282741,0.6846664713415143,0.02897199169200091,0.9951777684141131,0.3964288761930567,0.7255433470040135,-0.09705947124155732,0.9854619852790009,0.46879702429867554,0.7354153646530563,0.26870810670796247,0.9852591574525241
savgol_q_w9_p3,centered_ma21,s5_walking2,22272,3.1968470339711668,3.8536472755966957,0.8498308239405564,0.8498303773759321,1.8720792216867288,3.1968470339711668,5.859348173263922,7.627525492718205,1.582528667315462,3.3711683148805833,-0.03196405733246956,0.9125429605328153,1.6046145207179277,4.65200769982548,-0.0157099251558996,0.6364382549903704,1.5891912894898996,3.397917086635747,0.02404505637521955,0.8088262841317373
savgol_q_w9_p3,lowpass_5hz,s5_freestyle1,18288,2.374049106400196,3.1258058776351803,0.9076665146416001,0.9076745008881034,1.0800467618055625,2.374049106400196,4.865786472336856,6.033260926271914,1.127108066096785,3.1494554785498234,0.16801777882320174,0.9248333953922401,1.2281051181821003,3.147923080625327,-0.019450500353746094,0.8689494771425276,1.1945178033973298,3.0795287985460975,0.24526771141294756,0.8743715771555369
savgol_q_w9_p3,lowpass_5hz,s5_freestyle3,21222,6.175006667831661,16.71542790367334,0.4336754882571216,0.43412619587674456,4.458443844699926,6.175006667831661,28.28578941201639,13.578377442775173,3.017799385515536,16.956837277752342,0.01094689088155177,0.49456433300521746,3.08443687123184,16.388888599051466,-0.08606885751274576,0.36246837398297566,3.0299771247221945,16.795433606561435,0.09629551187492494,0.3618640403107426
savgol_q_w9_p3,lowpass_5hz,s5_rom3,34386,0.6388744900398416,0.5176735888438744,0.9960132179803965,0.9959572077747334,0.19510202608058322,0.6388744900398416,0.6291241687741953,1.4011819920443311,0.25322802736403854,0.4806452778135523,0.027886931248099135,0.9976260311389031,0.29451687480257877,0.4964830385840138,-0.09669801502969894,0.9933723824334961,0.39714224470960663,0.5713515057067826,0.2684040230535824,0.9924406282380936
savgol_q_w9_p3,lowpass_5hz,s5_walking2,22272,2.1226560456559773,3.517141826989277,0.8766680809407273,0.8766675643607386,0.9784896878256789,2.1226560456559773,5.710095551329464,4.5459293133030325,0.95217928471401,2.9386327836545014,-0.032572581542369555,0.9341961995834458,1.2018478380364848,4.441672497094577,-0.015280577161203951,0.6764095038958468,1.0178478588324662,2.9575061597327283,0.023451315018916633,0.8592421541055709
