comparison,dataset,split,sequence_name,sensor,valid_frames,num_sequences,mse,rmse,mae,l2,corr,cosine,mag_mae,axis_mae_x,axis_mae_y,axis_mae_z,axis_rmse_x,axis_rmse_y,axis_rmse_z,energy_imu,energy_gt
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::original,right_forearm,2556,1,1.2149302959442139,1.1022387742996216,0.8204959034919739,1.658681035041809,0.9644003510475159,0.8026115298271179,0.850273609161377,0.9287659525871277,0.6048736572265625,0.9278480410575867,1.221642255783081,0.8128641247749329,1.2213242053985596,5.096793174743652,4.646047115325928
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::original,left_lower_leg,2556,1,1.2086395025253296,1.099381446838379,0.8281535506248474,1.6806913614273071,0.9509179592132568,0.6799043416976929,0.9701788425445557,0.9406741857528687,0.640080451965332,0.9037061929702759,1.217509150505066,0.8963809013366699,1.1576229333877563,4.415172576904297,3.8193306922912598
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::original,right_lower_leg,2556,1,1.1044014692306519,1.0509051084518433,0.8092069029808044,1.6343860626220703,0.9475468397140503,0.6860030889511108,0.9117632508277893,0.9086402058601379,0.6228518486022949,0.8961288332939148,1.1521525382995605,0.8465670347213745,1.1265314817428589,4.096137523651123,3.5972068309783936
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::original,head,2556,1,1.0198915004730225,1.0098967552185059,0.7698842287063599,1.5636928081512451,0.8227149248123169,0.6723129153251648,0.8833925724029541,0.8782628774642944,0.5679037570953369,0.8634860515594482,1.1218410730361938,0.7637660503387451,1.1035435199737549,2.6418001651763916,2.0508766174316406
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::original,overall_leaf_only,2556,1,0.1399036943912506,0.3740370273590088,0.26414355635643005,0.5403381586074829,0.9895586371421814,0.8868957161903381,0.2927234172821045,0.3183455765247345,0.1737341433763504,0.30035096406936646,0.42637085914611816,0.27510663866996765,0.4027844965457916,3.1101324558258057,3.02891206741333
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::original,left_forearm,2556,1,0.13218416273593903,0.3635714054107666,0.2581855356693268,0.5339223146438599,0.9918995499610901,0.9471935033798218,0.2766574025154114,0.3259083032608032,0.16424310207366943,0.2844052016735077,0.4411861002445221,0.24395717680454254,0.37734895944595337,3.866616725921631,3.8129115104675293
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::original,right_forearm,2556,1,0.15081572532653809,0.3883500099182129,0.26525402069091797,0.5445752739906311,0.992787778377533,0.9325623512268066,0.27834832668304443,0.3198350965976715,0.149786576628685,0.3261403739452362,0.4405471682548523,0.22096171975135803,0.45775675773620605,3.9554460048675537,3.864210844039917
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::original,left_lower_leg,2556,1,0.18071070313453674,0.42510080337524414,0.29825159907341003,0.6038639545440674,0.9879294633865356,0.8448668718338013,0.3443610668182373,0.3484824299812317,0.22309020161628723,0.3231821358203888,0.4684599041938782,0.36929890513420105,0.43161991238594055,3.1952226161956787,3.0746634006500244
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::original,right_lower_leg,2556,1,0.14232853055000305,0.37726452946662903,0.271672785282135,0.5525515675544739,0.9888396859169006,0.8320732712745667,0.3067079782485962,0.3259426951408386,0.18661946058273315,0.3024561405181885,0.4251018762588501,0.29790326952934265,0.39689749479293823,2.943880796432495,2.905998945236206
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::original,head,2556,1,0.09347941726446152,0.3057440519332886,0.22735390067100525,0.46677786111831665,0.9589232206344604,0.8777827620506287,0.257542222738266,0.27155935764312744,0.1449313759803772,0.2655709385871887,0.34650719165802,0.21201680600643158,0.3397350013256073,1.5894975662231445,1.4867759943008423
